         346243831 function calls (346237329 primitive calls) in 381.752 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       53    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\numpy\core\_dtype.py:34(__str__)
      280    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\zipfile.py:456(_decodeExtra)
       83    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
      328    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_parse.py:111(__init__)
       77    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:2232(count_empty_vals)
        4    0.000    0.000    0.065    0.016 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\styles\stylesheet.py:188(apply_stylesheet)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\xlrd\biffh.py:5(<module>)
       42    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\distutils\version.py:69(__ge__)
      576    0.000    0.000    0.000    0.000 {built-in method math.isnan}
    215/4    0.000    0.000    0.715    0.179 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
      465    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_parse.py:172(append)
        4    0.000    0.000    0.012    0.003 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\workbook\workbook.py:58(__init__)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
     1053    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      196    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimes.py:509(tz)
      199    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\csvs.py:84(float_format)
       24    0.000    0.000    0.013    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\sequence.py:85(<listcomp>)
       34    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\enum.py:841(__and__)
      148    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\concat.py:487(<genexpr>)
        4    0.000    0.000    2.686    0.672 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\excel\_openpyxl.py:483(load_workbook)
      126    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1121(<genexpr>)
       88    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\packaging\relationship.py:36(__init__)
      250    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
      196    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\extension.py:58(fget)
      199    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\csvs.py:88(decimal)
       12    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\concat.py:425(_get_upcast_classes)
       24    0.000    0.000    0.105    0.004 C:\Users\Admin\anaconda3\envs\Numan\lib\zipfile.py:1462(read)
      113    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\zipfile.py:1426(getinfo)
      772    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
       79    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_compile.py:249(_compile_charset)
       89    0.000    0.000    0.000    0.000 {method '_setevents' of 'xml.etree.ElementTree.XMLParser' objects}
       21    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1371(_validate_parse_dates_presence)
      342    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\nested.py:38(from_tree)
       25    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\worksheet\page.py:167(__init__)
       91    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\distutils\version.py:312(<listcomp>)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
       64    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\worksheet\dimensions.py:288(__init__)
        8    0.000    0.000    0.010    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\zipfile.py:1208(__init__)
      533    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       21    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\excel\_openpyxl.py:500(get_sheet_by_name)
      211    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       12    0.000    0.000    0.055    0.005 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\concat.py:314(<listcomp>)
       64    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\worksheet\dimensions.py:294(boundaries)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\encodings\cp437.py:21(IncrementalDecoder)
      232    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\posixpath.py:41(_get_sep)
      134    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:813(is_unsigned_integer_dtype)
       67    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:5969(_maybe_cast_with_dtype)
       91    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\distutils\version.py:302(__init__)
      126    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:253(items)
       66    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\styles\fills.py:57(from_tree)
      159    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_compile.py:423(_simple)
        4    0.000    0.000    0.099    0.025 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\reader\workbook.py:46(parse)
      105    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\series.py:488(name)
       12    0.000    0.000    0.720    0.060 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\compat\_optional.py:60(import_optional_dependency)
      186    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\worksheet\worksheet.py:405(iter_rows)
        4    0.000    0.000  370.049   92.512 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\util\_decorators.py:286(wrapper)
       52    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:157(ensure_python_int)
       26    0.000    0.000    0.013    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\concat.py:476(_is_uniform_join_units)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\chart\area_chart.py:55(AreaChart)
      231    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\styles\cell_style.py:52(__new__)
       21    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\excel\_openpyxl.py:496(sheet_names)
       98    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\range.py:207(start)
       39    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\worksheet\views.py:43(__init__)
       31    0.000    0.000    0.004    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\base.py:237(__init__)
       21    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\workbook\workbook.py:278(__getitem__)
       64    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\packaging\workbook.py:66(__init__)
    68/47    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\typing.py:669(__hash__)
      168    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\styles\numbers.py:112(is_timedelta_format)
       76    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\packaging\relationship.py:62(__init__)
      484    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       25    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:689(_consolidate_check)
       25    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\worksheet\dimensions.py:260(__init__)
      105    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1626(internal_values)
       85    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\worksheet\hyperlink.py:44(__init__)
       21    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\excel\_base.py:435(raise_if_bad_sheet_by_name)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\utils\datetime.py:38(from_ISO8601)
      451    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       44    0.000    0.000    0.013    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:5522(_protect_consolidate)
       11    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\common.py:793(_maybe_memory_map)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\base.py:796(__iter__)
      392    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\typing.py:1474(new_type)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\compat\__init__.py:19(deprecated)
       63    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:5449(__getattr__)
       42    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1545(__init__)
       60    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\cast.py:698(_ensure_dtype_type)
       26    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\common.py:170(all_none)
       11    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\urllib\parse.py:361(urlparse)
      172    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\styles\cell_style.py:56(__hash__)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1835(_do_date_conversions)
        1    0.000    0.000    0.275    0.275 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\worksheet\worksheet.py:3(<module>)
      103    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\frame.py:482(_constructor)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\workbook\workbook.py:308(<listcomp>)
       72    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
      266    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:248(flags)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\workbook\function_group.py:10(FunctionGroup)
        1    0.000    0.000    0.003    0.003 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\xlrd\sheet.py:6(<module>)
       21    0.000    0.000    0.016    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\construction.py:632(create_series_with_explicit_dtype)
       21    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1545(_make_index)
       87    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_parse.py:408(_uniq)
       29    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\ntpath.py:287(expanduser)
        2    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_compile.py:413(<listcomp>)
       25    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\workbook\workbook.py:318(sheetnames)
       84    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\construction.py:612(is_empty_data)
       25    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:690(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\chart\label.py:74(DataLabel)
       74    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_parse.py:84(opengroup)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:2233(<genexpr>)
      122    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\concat.py:179(__init__)
      576    0.000    0.000    0.000    0.000 {built-in method math.isinf}
       55    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\base.py:97(__init__)
      119    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\cast.py:1642(construct_1d_ndarray_preserving_na)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\chart\data_source.py:204(MultiLevelStrRef)
       21    0.000    0.000    0.005    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\series.py:4337(reindex)
       62    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_parse.py:343(_escape)
        4    0.000    0.000  366.503   91.626 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\excel\_base.py:1136(parse)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:865(_check_file_or_buffer)
       77    0.000    0.000    0.019    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\re.py:234(compile)
       34    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        5    0.000    0.000    0.013    0.003 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\concat.py:349(_concat_datetime)
        3    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
      285    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       44    0.000    0.000    0.013    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:5538(f)
       35    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_parse.py:267(getuntil)
        4    0.000    0.000    0.136    0.034 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\excel\_base.py:908(inspect_excel_format)
      142    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\flags.py:51(allows_duplicate_labels)
        1    0.000    0.000    0.646    0.646 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\workbook\workbook.py:3(<module>)
      108    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\packaging\manifest.py:69(__init__)
      193    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:3075(_get_index_name)
      242    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimes.py:2251(validate_tz_from_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\styles\cell_style.py:33(StyleArray)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\zipfile.py:252(_EndRecData)
      161    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\common.py:129(cast_scalar_indexer)
       11    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\urllib\parse.py:412(urlsplit)
       83    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:532(is_)
      148    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:320(<genexpr>)
       69    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\styles\fills.py:84(__init__)
        4    0.000    0.000  370.049   92.512 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\excel\_base.py:302(read_excel)
        5    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\_mixins.py:180(<setcomp>)
        4    0.000    0.000    0.112    0.028 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\reader\excel.py:147(read_workbook)
        1    0.000    0.000    0.003    0.003 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\worksheet\_reader.py:3(<module>)
        1    0.000    0.000    0.035    0.035 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\reader\excel.py:4(<module>)
      271    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      119    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:227(attrs)
       24    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
       84    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1869(_shape_compat)
      2/1    0.000    0.000    0.212    0.212 C:\Users\Admin\anaconda3\envs\Numan\lib\mimetypes.py:66(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:3062(_check_decimal)
       76    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
       21    0.000    0.000    0.004    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:10593(any)
       89    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:1743(validate_all_hashable)
       21    0.000    0.000    0.004    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:4472(identical)
       14    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
       76    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       98    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:2161(_holder)
      189    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\inference.py:289(<genexpr>)
      618    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       34    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_parse.py:224(__init__)
        1    0.000    0.000    0.008    0.008 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\xlrd\book.py:5(<module>)
       28    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\packaging\manifest.py:157(findall)
      197    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(find_spec)
      145    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\concat.py:561(_next_or_none)
      119    0.000    0.000    0.000    0.000 {method 'find' of 'xml.etree.ElementTree.Element' objects}
       34    0.000    0.000    0.006    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_compile.py:598(_code)
       64    0.000    0.000    0.006    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\reader\workbook.py:39(rels)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\packaging\core.py:81(__init__)
        4    0.000    0.000    0.005    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\reader\excel.py:133(read_manifest)
    38/31    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_compile.py:461(_get_literal_prefix)
      120    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:343(shape)
      105    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\series.py:585(_values)
       68    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\enum.py:289(__call__)
        1    0.000    0.000    0.328    0.328 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\writer\excel.py:3(<module>)
       23    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\construction.py:405(ensure_wrapped_if_datetimelike)
       91    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
       15    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\common.py:81(close)
       21    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:2134(_is_all_dates)
        3    0.000    0.000   11.475    3.825 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\csvs.py:223(save)
       60    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\concat.py:199(dtype)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\xlrd\formatting.py:9(<module>)
      121    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimes.py:61(tz_to_dtype)
        1    0.000    0.000    0.002    0.002 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\styles\stylesheet.py:3(<module>)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1249(_validate_parse_dates_arg)
       42    0.000    0.000    0.004    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:4798(<genexpr>)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\workbook\workbook.py:316(<listcomp>)
        5    0.000    0.000    0.011    0.002 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\_mixins.py:173(_concat_same_type)
       52    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\base.py:77(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\format.py:468(__init__)
      196    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimelike.py:810(freq)
        8    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\styles\named_styles.py:114(_recalculate)
      122    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\concat.py:119(is_nonempty)
       98    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\range.py:230(stop)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:424(_construct_axes_from_arguments)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\compat\__init__.py:23(decorator)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\pivot\table.py:862(TableDefinition)
       56    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:1234(is_numeric_dtype)
       44    0.000    0.000    0.011    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:975(consolidate)
      104    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\styles\colors.py:105(__iter__)
        5    0.000    0.000    0.199    0.040 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\reshape\concat.py:82(concat)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:3344(_process_date_conversion)
   229/28    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\abc.py:141(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        4    0.000    0.000    2.688    0.672 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\excel\_base.py:377(__init__)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1699(<listcomp>)
      178    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:1762(<genexpr>)
      171    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\base.py:223(__init__)
